Cistrome_id,Species,External_id,External_id_type,Factor,Ontology,FastQC,MappedRatio,PBC,PeaksFoldChangeAbove10,FRiP,PeaksUnionDHSRatio,FastQC_flag,MappedRatio_flag,PBC_flag,FRiP_flag,DHSRatio_flag,sum_four_scores,ENCODE_accession,SRA_ENCODE,ENCODE_status
102717,mus_musculus,GSM2471347,GEO,Prdm16,MEL-745A cl. DS19,39.0,0.0,0.971,50.0,0.0105539999999973,0.6124031007751938,1,0,1,1,0,3,ENCFF001NAX,SRR5210713,released
102711,mus_musculus,GSM2471352,GEO,Prdm16,MEL-745A cl. DS19,39.0,0.0,0.967,5596.0,0.408166249999898,0.9978,1,0,1,1,1,4,ENCFF001MZO,SRR5210724,released
102715,mus_musculus,GSM2471349,GEO,Prdm16,MEL-745A cl. DS19,39.0,0.0,0.96,7043.0,0.4986257499998753,0.9992,1,0,1,1,1,4,ENCFF001MZX,SRR5210723,released
148063,mus_musculus,GSM5370437,GEO,Smad5,liver,38.0,0.0,0.99,80.0,0.06500568278249,0.9473053892215568,1,0,1,1,1,4,ENCFF150DJK,SRR14831489,released
153807,mus_musculus,GSM5378661,GEO,Smad5,lung,38.0,0.0,0.993,72.0,0.0365113631844288,0.981957773512476,1,0,1,1,1,4,ENCFF317EHD,SRR14842489,released
163649,mus_musculus,GSM6372664,GEO,Smad5,liver,38.0,0.0,0.991,52.0,0.0419029151560954,0.4405940594059406,1,0,1,1,0,3,ENCFF001ZYX,SRR20466367,released
163650,mus_musculus,GSM6372665,GEO,Smad5,liver,38.0,0.0,0.99,51.0,0.0504281251537545,0.378727634194831,1,0,1,1,0,3,ENCFF001ZYW,SRR20466368,released
172019,mus_musculus,GSM5669304,GEO,Smad5,macrophage,39.0,0.0,0.989,55.0,0.0792290316293236,0.8376068376068376,1,0,1,1,1,4,ENCFF503OGW,SRR16812805,released
172190,mus_musculus,GSM5669303,GEO,Smad5,macrophage,38.0,0.0,0.989,57.0,0.0802778025732242,0.8105726872246696,1,0,1,1,1,4,ENCFF016MGA,SRR16812803,released
172280,mus_musculus,GSM5669083,GEO,Smad5,macrophage,38.0,0.0,0.99,54.0,0.0772694116884914,0.8233082706766918,1,0,1,1,1,4,ENCFF495GLD,SRR16812125,released
172344,mus_musculus,GSM5669084,GEO,Smad5,macrophage,38.0,0.0,0.989,60.0,0.0816171125176944,0.8288973384030418,1,0,1,1,1,4,ENCFF451SQE,SRR16812127,released
100541,mus_musculus,GSM2190964,GEO,H3K27me3,lung,39.0,0.0,0.986,125.0,0.064175582721369,0.6955555555555556,1,0,1,1,0,3,ENCFF002AHH,SRR3651208,released
100542,mus_musculus,GSM2190965,GEO,H3K27me3,lung,39.0,0.0,0.989,107.0,0.0626346699427911,0.6402,1,0,1,1,0,3,ENCFF003AGA,SRR3651210,released
100112,mus_musculus,GSM2190933,GEO,H3K27me3,embryonic facial prominence,38.0,0.0,0.989,899.0,0.0901965232594897,0.828,1,0,1,1,1,4,ENCFF944LSE,SRR3651175,released
100537,mus_musculus,GSM2190982,GEO,H3K36me3,liver,39.0,0.0,0.984,1235.0,0.2536637286860825,0.7124,1,0,1,1,1,4,ENCFF430SDY,SRR3651231,released
100766,mus_musculus,GSM2190998,GEO,H3K27me3,hindbrain,39.0,0.0,0.987,123.0,0.0442646694633406,0.508,1,0,1,1,0,3,ENCFF387CUQ,SRR3651247,released
100543,mus_musculus,GSM2190966,GEO,H3K36me3,embryonic facial prominence,38.0,0.0,0.968,149.0,0.1303431919816945,0.357,1,0,1,1,0,3,ENCFF243ZWK,SRR3651213,released
100325,mus_musculus,GSM2190944,GEO,H3K27me3,intestine,38.0,0.0,0.99,124.0,0.0666177708716883,0.7376,1,0,1,1,1,4,ENCFF002AGD,SRR3651185,released
100113,mus_musculus,GSM2190932,GEO,H3K27me3,embryonic facial prominence,38.0,0.0,0.989,1173.0,0.0977918903663923,0.8576,1,0,1,1,1,4,ENCFF934WUF,SRR3651173,released
100765,mus_musculus,GSM2190999,GEO,H3K27me3,hindbrain,38.0,0.0,0.989,125.0,0.0534306902817781,0.5124,1,0,1,1,0,3,ENCFF613JON,SRR3651248,released
100538,mus_musculus,GSM2190983,GEO,H3K36me3,liver,39.0,0.0,0.981,2651.0,0.2871846021740124,0.74,1,0,1,1,1,4,ENCFF141HSU,SRR3651233,released
100326,mus_musculus,GSM2190945,GEO,H3K27me3,intestine,38.0,0.0,0.99,134.0,0.0763739944705062,0.7678,1,0,1,1,1,4,ENCFF002AGG,SRR3651186,released
100525,mus_musculus,GSM2192329,GEO,H3K27me3,hindbrain,38.0,0.0,0.989,956.0,0.0981827511395069,0.7942,1,0,1,1,1,4,ENCFF567XUZ,SRR3653099,released
100751,mus_musculus,GSM2192358,GEO,H3K27me3,midbrain,38.0,0.0,0.99,170.0,0.0795311818752526,0.6522,1,0,1,1,0,3,ENCFF793MCX,SRR3653127,released
100532,mus_musculus,GSM2192322,GEO,H3K27me3,forebrain,39.0,0.0,0.987,121.0,0.0682090594285323,0.5392,1,0,1,1,0,3,ENCFF002AFZ,SRR3653086,released
102188,mus_musculus,GSM2192464,GEO,H3K36me3,liver,38.0,0.0,0.974,162.0,0.1320168331982746,0.3844,1,0,1,1,0,3,ENCFF957YVR,SRR3653282,released
100097,mus_musculus,GSM2192206,GEO,H3K27me3,forebrain,38.0,0.0,0.99,347.0,0.0888880108887353,0.7426,1,0,1,1,1,4,ENCFF406FUF,SRR3652940,released
101148,mus_musculus,GSM2192502,GEO,H3K36me3,intestine,38.0,0.0,0.989,101.0,0.1990439143975187,0.4512,1,0,1,1,0,3,ENCFF002AHW,SRR3653330,released
100948,mus_musculus,GSM2192271,GEO,H3K27me3,primary circulatory organ,38.0,0.0,0.99,142.0,0.0804143338549895,0.7044,1,0,1,1,1,4,ENCFF996GTX,SRR3653018,released
101150,mus_musculus,GSM2192504,GEO,H3K27me3,hindbrain,38.0,0.0,0.987,170.0,0.0775862887836261,0.7066,1,0,1,1,1,4,ENCFF203TXU,SRR3653333,released
100299,mus_musculus,GSM2192211,GEO,H3K27me3,kidney,38.0,0.0,0.989,625.0,0.0972286890120317,0.7822,1,0,1,1,1,4,ENCFF494YOF,SRR3652942,released
102200,mus_musculus,GSM2192456,GEO,H3K27me3,neural tube,38.0,0.0,0.991,177.0,0.0753290127430143,0.6588,1,0,1,1,0,3,ENCFF341KOU,SRR3653267,released
102194,mus_musculus,GSM2192447,GEO,H3K36me3,intestine,38.0,0.0,0.986,219.0,0.1329941313317715,0.3868,1,0,1,1,0,3,ENCFF994JBM,SRR3653257,released
101149,mus_musculus,GSM2192503,GEO,H3K27me3,hindbrain,38.0,0.0,0.982,129.0,0.06332547933193,0.602,1,0,1,1,0,3,ENCFF002AGA,SRR3653331,released
101131,mus_musculus,GSM2192301,GEO,H3K36me3,hindbrain,38.0,0.0,0.983,300.0,0.24023882015336,0.4328,1,0,1,1,0,3,ENCFF840ENO,SRR3653052,released
100181,mus_musculus,GSM2192361,GEO,H3K27me3,lung,39.0,0.0,0.988,701.0,0.107203671559504,0.8234,1,0,1,1,1,4,ENCFF055JSD,SRR3653140,released
101277,mus_musculus,GSM2192182,GEO,H3K27me3,limb,39.0,0.0,0.987,1127.0,0.119386838187797,0.8604,1,0,1,1,1,4,ENCFF777PMC,SRR3652910,released
100116,mus_musculus,GSM2192035,GEO,H3K36me3,primary circulatory organ,38.0,0.0,0.973,148.0,0.1407484392937274,0.3694,1,0,1,1,0,3,ENCFF067HMY,SRR3652572,released
100182,mus_musculus,GSM2192362,GEO,H3K27me3,lung,39.0,0.0,0.989,226.0,0.104328362053267,0.7766,1,0,1,1,1,4,ENCFF153OPW,SRR3653142,released
100752,mus_musculus,GSM2192357,GEO,H3K27me3,midbrain,38.0,0.0,0.99,165.0,0.0834580499603015,0.6484,1,0,1,1,0,3,ENCFF896HWH,SRR3653125,released
101143,mus_musculus,GSM2192493,GEO,H3K36me3,midbrain,38.0,0.0,0.981,106.0,0.1386591669009997,0.3498,1,0,1,1,0,3,ENCFF002AIU,SRR3653320,released
101276,mus_musculus,GSM2192181,GEO,H3K27me3,limb,38.0,0.0,0.989,435.0,0.0956516128418895,0.8228,1,0,1,1,1,4,ENCFF261ILD,SRR3652908,released
101144,mus_musculus,GSM2192494,GEO,H3K36me3,midbrain,39.0,0.0,0.983,127.0,0.098196929888027,0.3892,1,0,1,1,0,3,ENCFF465YRG,SRR3653322,released
101147,mus_musculus,GSM2192501,GEO,H3K36me3,intestine,38.0,0.0,0.988,91.0,0.2221916360137297,0.4598,1,0,1,1,0,3,ENCFF002AHV,SRR3653329,released
100526,mus_musculus,GSM2192330,GEO,H3K27me3,hindbrain,38.0,0.0,0.989,594.0,0.0883421483211982,0.7652,1,0,1,1,1,4,ENCFF835UXD,SRR3653100,released
100531,mus_musculus,GSM2192321,GEO,H3K27me3,forebrain,38.0,0.0,0.988,126.0,0.0654607644214918,0.6056,1,0,1,1,0,3,ENCFF178TMT,SRR3653085,released
100947,mus_musculus,GSM2192272,GEO,H3K27me3,primary circulatory organ,39.0,0.0,0.991,119.0,0.0774979771743056,0.7104,1,0,1,1,1,4,ENCFF402NFB,SRR3653020,released
100300,mus_musculus,GSM2192212,GEO,H3K27me3,kidney,38.0,0.0,0.991,771.0,0.1089634872555619,0.8066,1,0,1,1,1,4,ENCFF852SEP,SRR3652944,released
100931,mus_musculus,GSM2191941,GEO,H3K36me3,primary circulatory organ,38.0,0.0,0.982,297.0,0.2504228019115198,0.5658,1,0,1,1,0,3,ENCFF972CBX,SRR3652415,released
101132,mus_musculus,GSM2191057,GEO,H3K27me3,forebrain,39.0,0.0,0.981,119.0,0.0514584609938151,0.517,1,0,1,1,0,3,ENCFF456ABX,SRR3651302,released
100494,mus_musculus,GSM2191738,GEO,H3K27me3,primary circulatory organ,38.0,0.0,0.99,341.0,0.0927246009551353,0.786,1,0,1,1,1,4,ENCFF070FGR,SRR3652107,released
100256,mus_musculus,GSM2191617,GEO,H3K36me3,kidney,38.0,0.0,0.986,108.0,0.1250015626195091,0.3266,1,0,1,1,0,3,ENCFF002AIW,SRR3651962,released
101051,mus_musculus,GSM2191903,GEO,H3K27me3,midbrain,38.0,0.0,0.979,257.0,0.0948695275873185,0.7098,1,0,1,1,1,4,ENCFF642PZF,SRR3652350,released
100519,mus_musculus,GSM2191499,GEO,H3K27me3,hindbrain,38.0,0.0,0.989,113.0,0.0434553223053967,0.5077086656034024,1,0,1,1,0,3,ENCFF651IFB,SRR3651830,released
100095,mus_musculus,GSM2191812,GEO,H3K36me3,intestine,39.0,0.0,0.944,121.0,0.1559946553265321,0.4212,1,0,1,1,0,3,ENCFF301TLK,SRR3652208,released
101098,mus_musculus,GSM2191956,GEO,H3K27me3,liver,38.0,0.0,0.987,2352.0,0.1355766621437924,0.9356,1,0,1,1,1,4,ENCFF046IFA,SRR3652443,released
100294,mus_musculus,GSM2191821,GEO,H3K36me3,midbrain,38.0,0.0,0.983,280.0,0.2104348721315832,0.4172,1,0,1,1,0,3,ENCFF876VRJ,SRR3652212,released
100511,mus_musculus,GSM2191850,GEO,H3K36me3,liver,38.0,0.0,0.982,1205.0,0.2628415249973892,0.6936,1,0,1,1,0,3,ENCFF373VWC,SRR3652259,released
101124,mus_musculus,GSM2191051,GEO,H3K36me3,forebrain,39.0,0.0,0.966,107.0,0.1143657670656663,0.371,1,0,1,1,0,3,ENCFF699WMR,SRR3651292,released
100263,mus_musculus,GSM2191633,GEO,H3K27me3,hindbrain,37.0,0.0,0.984,189.0,0.0978753957360721,0.7478,1,0,1,1,1,4,ENCFF711AIN,SRR3651982,released
101092,mus_musculus,GSM2191947,GEO,H3K27me3,forebrain,38.0,0.0,0.99,192.0,0.0918068934751138,0.6962,1,0,1,1,0,3,ENCFF935ZTL,SRR3652434,released
102595,mus_musculus,GSM2191040,GEO,H3K36me3,hindbrain,38.0,0.0,0.986,135.0,0.2832519302661486,0.5276,1,0,1,1,0,3,ENCFF002AHT,SRR3651281,released
100490,mus_musculus,GSM2191739,GEO,H3K36me3,forebrain,38.0,0.0,0.984,254.0,0.2178077545197243,0.4526,1,0,1,1,0,3,ENCFF665WTI,SRR3652109,released
101103,mus_musculus,GSM2191951,GEO,H3K36me3,liver,37.0,0.0,0.983,195.0,0.2413847819616508,0.5458,1,0,1,1,0,3,ENCFF002ETW,SRR3652427,released
101133,mus_musculus,GSM2191056,GEO,H3K27me3,forebrain,38.0,0.0,0.989,106.0,0.0503215462616793,0.4379191221296484,1,0,1,1,0,3,ENCFF146ZPB,SRR3651300,released
100725,mus_musculus,GSM2191857,GEO,H3K27me3,intestine,38.0,0.0,0.989,151.0,0.079921356119335,0.7108,1,0,1,1,1,4,ENCFF594ULG,SRR3652270,released
100262,mus_musculus,GSM2191634,GEO,H3K27me3,hindbrain,37.0,0.0,0.975,145.0,0.0861278565681338,0.7052,1,0,1,1,1,4,ENCFF897QGK,SRR3651984,released
100342,mus_musculus,GSM2191645,GEO,H3K27me3,intestine,39.0,0.0,0.991,123.0,0.0534711428336284,0.713,1,0,1,1,1,4,ENCFF562IJB,SRR3651999,released
100520,mus_musculus,GSM2191498,GEO,H3K27me3,hindbrain,38.0,0.0,0.991,115.0,0.0465957082781668,0.449874971584451,1,0,1,1,0,3,ENCFF002AHC,SRR3651828,released
100092,mus_musculus,GSM2191792,GEO,H3K36me3,primary circulatory organ,37.0,0.0,0.983,212.0,0.2464504236987688,0.4466,1,0,1,1,0,3,ENCFF002ETO,SRR3652187,released
100674,mus_musculus,GSM2191710,GEO,H3K36me3,kidney,38.0,0.0,0.986,178.0,0.2913031695068178,0.595,1,0,1,1,0,3,ENCFF002AHX,SRR3652077,released
101052,mus_musculus,GSM2191904,GEO,H3K27me3,midbrain,38.0,0.0,0.986,627.0,0.1034877723067724,0.7628,1,0,1,1,1,4,ENCFF826ZDX,SRR3652352,released
102689,mus_musculus,GSM2191785,GEO,H3K27me3,midbrain,38.0,0.0,0.989,138.0,0.0597291747802275,0.5082,1,0,1,1,0,3,ENCFF079ZSP,SRR3652175,released
100488,mus_musculus,GSM2191745,GEO,H3K36me3,neural tube,38.0,0.0,0.982,139.0,0.1171113863285949,0.3816,1,0,1,1,0,3,ENCFF850QNW,SRR3652125,released
100885,mus_musculus,GSM2191946,GEO,H3K27me3,kidney,39.0,0.0,0.989,112.0,0.0621840199686471,0.5566229985443959,1,0,1,1,0,3,ENCFF002AHF,SRR3652425,released
100034,mus_musculus,GSM2191639,GEO,H3K27me3,primary circulatory organ,39.0,0.0,0.989,640.0,0.1282759989510783,0.834,1,0,1,1,1,4,ENCFF829ICZ,SRR3651994,released
100949,mus_musculus,GSM2191077,GEO,H3K27me3,limb,37.0,0.0,0.987,160.0,0.0805187041650207,0.784,1,0,1,1,1,4,ENCFF537APL,SRR3651340,released
101268,mus_musculus,GSM2191419,GEO,H3K27me3,hindbrain,38.0,0.0,0.991,157.0,0.0726879794955137,0.62,1,0,1,1,0,3,ENCFF881XHD,SRR3651717,released
100091,mus_musculus,GSM2191791,GEO,H3K36me3,primary circulatory organ,37.0,0.0,0.984,390.0,0.2904882460397712,0.5012,1,0,1,1,0,3,ENCFF002ETR,SRR3652186,released
100675,mus_musculus,GSM2191709,GEO,H3K36me3,kidney,38.0,0.0,0.987,104.0,0.1228869058701118,0.3958,1,0,1,1,0,3,ENCFF985XHS,SRR3652076,released
101093,mus_musculus,GSM2191948,GEO,H3K27me3,forebrain,38.0,0.0,0.989,176.0,0.0881743994030567,0.5744,1,0,1,1,0,3,ENCFF175KSI,SRR3652436,released
101102,mus_musculus,GSM2191952,GEO,H3K36me3,liver,37.0,0.0,0.978,428.0,0.2695776651750938,0.626,1,0,1,1,0,3,ENCFF002ETV,SRR3652428,released
100341,mus_musculus,GSM2191646,GEO,H3K27me3,intestine,39.0,0.0,0.99,115.0,0.050780517347939,0.6566,1,0,1,1,0,3,ENCFF489THL,SRR3652001,released
100489,mus_musculus,GSM2191740,GEO,H3K36me3,forebrain,38.0,0.0,0.98,429.0,0.2746501235680958,0.5502,1,0,1,1,0,3,ENCFF666NSZ,SRR3652112,released
100487,mus_musculus,GSM2191746,GEO,H3K36me3,neural tube,38.0,0.0,0.967,166.0,0.1239453573208758,0.3612,1,0,1,1,0,3,ENCFF887LKO,SRR3652128,released
100914,mus_musculus,GSM2191447,GEO,H3K36me3,intestine,36.0,0.0,0.984,152.0,0.1289419393972712,0.3574,1,0,1,1,0,3,ENCFF002ETU,SRR3651736,released
100722,mus_musculus,GSM2191859,GEO,H3K36me3,stomach,37.0,0.0,0.986,135.0,0.1013418826381516,0.3314,1,0,1,1,0,3,ENCFF002AJA,SRR3652264,released
100493,mus_musculus,GSM2191737,GEO,H3K27me3,primary circulatory organ,38.0,0.0,0.989,258.0,0.0921171148073165,0.784,1,0,1,1,1,4,ENCFF342FDU,SRR3652105,released
100920,mus_musculus,GSM2191456,GEO,H3K27me3,stomach,38.0,0.0,0.99,197.0,0.0873192615341643,0.7258,1,0,1,1,1,4,ENCFF280OBC,SRR3651767,released
100934,mus_musculus,GSM2191925,GEO,H3K27me3,liver,38.0,0.0,0.987,3199.0,0.1682427594256589,0.9574,1,0,1,1,1,4,ENCFF454JVE,SRR3652384,released
100257,mus_musculus,GSM2191618,GEO,H3K36me3,kidney,38.0,0.0,0.985,114.0,0.1099567064935984,0.3322,1,0,1,1,0,3,ENCFF002AIV,SRR3651963,released
100911,mus_musculus,GSM2191883,GEO,H3K36me3,midbrain,38.0,0.0,0.97,189.0,0.1747634873434681,0.4154,1,0,1,1,0,3,ENCFF319LUM,SRR3652298,released
102642,mus_musculus,GSM2191982,GEO,H3K36me3,stomach,38.0,0.0,0.948,114.0,0.2311439744670613,0.4664,1,0,1,1,0,3,ENCFF445FEB,SRR3652484,released
101269,mus_musculus,GSM2191418,GEO,H3K27me3,hindbrain,38.0,0.0,0.992,161.0,0.0669797799673486,0.637,1,0,1,1,0,3,ENCFF723ZWB,SRR3651715,released
100912,mus_musculus,GSM2191884,GEO,H3K36me3,midbrain,38.0,0.0,0.977,143.0,0.1073950337111723,0.3528,1,0,1,1,0,3,ENCFF446CJG,SRR3652301,released
100950,mus_musculus,GSM2191076,GEO,H3K27me3,limb,38.0,0.0,0.983,155.0,0.0813901415891227,0.7376,1,0,1,1,1,4,ENCFF593ZTR,SRR3651338,released
100932,mus_musculus,GSM2191942,GEO,H3K36me3,primary circulatory organ,38.0,0.0,0.985,214.0,0.1731405600584171,0.422,1,0,1,1,0,3,ENCFF357LNF,SRR3652417,released
101099,mus_musculus,GSM2191955,GEO,H3K27me3,liver,39.0,0.0,0.985,3332.0,0.1635369275359009,0.966,1,0,1,1,1,4,ENCFF241WGQ,SRR3652440,released
100293,mus_musculus,GSM2191822,GEO,H3K36me3,midbrain,38.0,0.0,0.984,236.0,0.1649633653817627,0.362,1,0,1,1,0,3,ENCFF033CCZ,SRR3652215,released
100512,mus_musculus,GSM2191849,GEO,H3K36me3,liver,39.0,0.0,0.98,1995.0,0.2334512479820756,0.674,1,0,1,1,0,3,ENCFF835FWW,SRR3652256,released
100919,mus_musculus,GSM2191457,GEO,H3K27me3,stomach,38.0,0.0,0.99,168.0,0.0811173966582911,0.7128,1,0,1,1,1,4,ENCFF213QFH,SRR3651769,released
100724,mus_musculus,GSM2191858,GEO,H3K27me3,intestine,38.0,0.0,0.988,142.0,0.0783560580464695,0.6694,1,0,1,1,0,3,ENCFF658EQW,SRR3652272,released
100913,mus_musculus,GSM2191446,GEO,H3K36me3,intestine,36.0,0.0,0.984,155.0,0.1224039045455262,0.3722,1,0,1,1,0,3,ENCFF002ETY,SRR3651735,released
100723,mus_musculus,GSM2191860,GEO,H3K36me3,stomach,38.0,0.0,0.984,117.0,0.0932234223536069,0.3106,1,0,1,1,0,3,ENCFF002AJB,SRR3652265,released
100096,mus_musculus,GSM2191811,GEO,H3K36me3,intestine,39.0,0.0,0.986,122.0,0.1178759816433671,0.3318,1,0,1,1,0,3,ENCFF393IDV,SRR3652206,released
100761,mus_musculus,GSM2190997,GEO,H3K4me1,liver,38.0,0.0,0.99,48.0,0.0845850369808436,0.83,1,0,1,1,1,4,ENCFF652YKB,SRR3651250,released
100536,mus_musculus,GSM2190981,GEO,H3K4me2,kidney,38.0,0.0,0.971,7210.0,0.3976979671049319,0.9986,1,0,1,1,1,4,ENCFF278KMG,SRR3651229,released
100762,mus_musculus,GSM2190996,GEO,H3K4me1,liver,38.0,0.0,0.991,46.0,0.0949567573850949,0.851,1,0,1,1,1,4,ENCFF260YPM,SRR3651249,released
100318,mus_musculus,GSM2190958,GEO,H3K4me3,forebrain,38.0,0.0,0.972,8934.0,0.4934253694980089,0.9996,1,0,1,1,1,4,ENCFF212KTV,SRR3651201,released
100545,mus_musculus,GSM2190960,GEO,H3K4me3,stomach,38.0,0.0,0.984,2333.0,0.2133171412161607,0.9988,1,0,1,1,1,4,ENCFF002ANA,SRR3651203,released
100759,mus_musculus,GSM2190993,GEO,H3K4me3,neural tube,38.0,0.0,0.978,7308.0,0.4112179229163962,0.9988,1,0,1,1,1,4,ENCFF981EXV,SRR3651244,released
100757,mus_musculus,GSM2190984,GEO,H3K4me1,midbrain,38.0,0.0,0.991,36.0,0.0322265041431317,0.6906,1,0,1,1,0,3,ENCFF002AJQ,SRR3651234,released
100763,mus_musculus,GSM2190995,GEO,H3K4me2,forebrain,38.0,0.0,0.981,5542.0,0.3657448539259539,0.9944,1,0,1,1,1,4,ENCFF523TDL,SRR3651246,released
100323,mus_musculus,GSM2190955,GEO,H3K27ac,limb,38.0,0.0,0.954,1125.0,0.0854092455553076,0.9954,1,0,1,1,1,4,ENCFF002AEX,SRR3651196,released
100317,mus_musculus,GSM2190959,GEO,H3K4me3,forebrain,38.0,0.0,0.975,7918.0,0.4656770302209689,0.9996,1,0,1,1,1,4,ENCFF082LJL,SRR3651202,released
100546,mus_musculus,GSM2190961,GEO,H3K4me3,stomach,38.0,0.0,0.973,6143.0,0.3679455947776147,0.999,1,0,1,1,1,4,ENCFF002AMZ,SRR3651204,released
100760,mus_musculus,GSM2190992,GEO,H3K4me3,neural tube,38.0,0.0,0.978,7037.0,0.4211178699011824,0.9992,1,0,1,1,1,4,ENCFF148FLG,SRR3651243,released
100764,mus_musculus,GSM2190994,GEO,H3K4me2,forebrain,38.0,0.0,0.964,6602.0,0.3951313886426253,0.9938,1,0,1,1,1,4,ENCFF817WRW,SRR3651245,released
100758,mus_musculus,GSM2190985,GEO,H3K4me1,midbrain,39.0,0.0,0.977,33.0,0.0231376852522335,0.6774092615769712,1,0,1,1,0,3,ENCFF002AJO,SRR3651235,released
100324,mus_musculus,GSM2190954,GEO,H3K27ac,limb,38.0,0.0,0.966,854.0,0.0925148724686052,0.9932,1,0,1,1,1,4,ENCFF002AEY,SRR3651195,released
100114,mus_musculus,GSM2192052,GEO,H3K4me3,midbrain,39.0,0.0,0.959,8979.0,0.4862927724936174,0.9988,1,0,1,1,1,4,ENCFF045GWQ,SRR3652594,released
100748,mus_musculus,GSM2192349,GEO,H3K4me2,kidney,38.0,0.0,0.978,7322.0,0.3903854944879288,0.9908,1,0,1,1,1,4,ENCFF002ETG,SRR3653122,released
100322,mus_musculus,GSM2192023,GEO,H3K4me1,hindbrain,37.0,0.0,0.989,45.0,0.0309866889732972,0.8032786885245902,1,0,1,1,1,4,ENCFF002AKF,SRR3652555,released
100103,mus_musculus,GSM2192194,GEO,H3K4me2,liver,38.0,0.0,0.96,3598.0,0.384444182088587,0.9964,1,0,1,1,1,4,ENCFF407YBJ,SRR3652932,released
101120,mus_musculus,GSM2192311,GEO,H3K4me1,lung,39.0,0.0,0.992,46.0,0.0372583877803853,0.7480314960629921,1,0,1,1,1,4,ENCFF002AJS,SRR3653070,released
102159,mus_musculus,GSM2192107,GEO,H3K4me1,primary circulatory organ,39.0,0.0,0.992,40.0,0.091342479930084,0.8204,1,0,1,1,1,4,ENCFF224CAY,SRR3652708,released
62117,mus_musculus,GSM2192070,GEO,H3K27ac,intestine,37.0,0.0,0.928,1158.0,0.0915487499999771,0.9862,1,0,1,1,1,4,ENCFF002BUU,SRR3652640,released
100527,mus_musculus,GSM2192317,GEO,H3K4me1,intestine,38.0,0.0,0.991,44.0,0.0462409521859273,0.7466,1,0,1,1,1,4,ENCFF083MCG,SRR3653079,released
101128,mus_musculus,GSM2192293,GEO,H3K27ac,liver,38.0,0.0,0.981,577.0,0.1092588009110023,0.9954,1,0,1,1,1,4,ENCFF002BWL,SRR3653042,released
100940,mus_musculus,GSM2192289,GEO,H3K27ac,hindbrain,37.0,0.0,0.973,1392.0,0.0987261035001273,0.999,1,0,1,1,1,4,ENCFF002BVZ,SRR3653038,released
100308,mus_musculus,GSM2192222,GEO,H3K4me2,primary circulatory organ,38.0,0.0,0.949,5458.0,0.3351979385733833,0.9942,1,0,1,1,1,4,ENCFF002BGJ,SRR3652968,released
100118,mus_musculus,GSM2192038,GEO,H3K4me2,limb,38.0,0.0,0.948,5213.0,0.3024464273659084,0.993,1,0,1,1,1,4,ENCFF002ALD,SRR3652581,released
100533,mus_musculus,GSM2192332,GEO,H3K4me3,lung,38.0,0.0,0.979,6320.0,0.3921032697417276,0.9992,1,0,1,1,1,4,ENCFF002AMW,SRR3653102,released
100523,mus_musculus,GSM2192328,GEO,H3K4me3,forebrain,38.0,0.0,0.982,5863.0,0.3442515396433913,0.999,1,0,1,1,1,4,ENCFF596BNN,SRR3653097,released
101129,mus_musculus,GSM2192294,GEO,H3K27ac,liver,38.0,0.0,0.984,708.0,0.1242088241452263,0.9954,1,0,1,1,1,4,ENCFF002BWN,SRR3653043,released
100301,mus_musculus,GSM2192210,GEO,H3K4me3,forebrain,38.0,0.0,0.977,8199.0,0.4367224132423142,0.9994,1,0,1,1,1,4,ENCFF001ZTY,SRR3652934,released
100102,mus_musculus,GSM2192193,GEO,H3K4me2,liver,38.0,0.0,0.975,3126.0,0.3639348179727592,0.9974,1,0,1,1,1,4,ENCFF276VDQ,SRR3652931,released
100750,mus_musculus,GSM2192345,GEO,H3K27ac,primary circulatory organ,38.0,0.0,0.973,2313.0,0.184314257883553,0.9976,1,0,1,1,1,4,ENCFF002BWB,SRR3653128,released
100321,mus_musculus,GSM2192024,GEO,H3K4me1,hindbrain,39.0,0.0,0.992,48.0,0.0316089367596166,0.7733333333333333,1,0,1,1,1,4,ENCFF002AKA,SRR3652556,released
100528,mus_musculus,GSM2192318,GEO,H3K4me1,intestine,39.0,0.0,0.99,49.0,0.0433803793834148,0.7505525734133249,1,0,1,1,1,4,ENCFF900YLV,SRR3653081,released
100320,mus_musculus,GSM2192019,GEO,H3K27ac,liver,38.0,0.0,0.973,1037.0,0.1316429282726219,0.995,1,0,1,1,1,4,ENCFF002AFP,SRR3652551,released
101145,mus_musculus,GSM2192500,GEO,H3K4me3,kidney,37.0,0.0,0.979,7760.0,0.4204936511213043,0.9992,1,0,1,1,1,4,ENCFF002BXG,SRR3653324,released
100529,mus_musculus,GSM2192320,GEO,H3K4me2,hindbrain,38.0,0.0,0.969,6004.0,0.3931448519688395,0.9958,1,0,1,1,1,4,ENCFF557IPG,SRR3653083,released
100749,mus_musculus,GSM2192346,GEO,H3K27ac,primary circulatory organ,37.0,0.0,0.983,2085.0,0.1778837609529042,0.9976,1,0,1,1,1,4,ENCFF002BWE,SRR3653129,released
100304,mus_musculus,GSM2192220,GEO,H3K4me2,primary circulatory organ,38.0,0.0,0.975,9729.0,0.4602566151839213,0.9934,1,0,1,1,1,4,ENCFF002ETE,SRR3652954,released
101122,mus_musculus,GSM2192304,GEO,H3K4me1,limb,38.0,0.0,0.991,48.0,0.0661777378981084,0.868,1,0,1,1,1,4,ENCFF671WMT,SRR3653060,released
